Incident Number,Exposure Number,Alarm Date,Alarm Time,Incident Type,Incident Description,Estimated Property Loss,Estimated Content Loss,District,City Section,Neighborhood,Zip,Property Use,Property Description,Street Number,Street Prefix,Street Name,Street Type,Street Suffix,Address 2,xStreet Prefix,xStreet Name,xStreet Type,xStreet Suffix
17-0017896,0,3/22/17,7:46:51,111,Building fire                                     ,300000,0,9,JP             ,Jamaica Plain                                     ,2119,419,1 or 2 family dwelling                            ,35,W ,WALNUT                   ,  ,PARK,                                        ,  ,                         ,  ,    
17-0017896,1,3/22/17,7:46:51,111,Building fire                                     ,50000,0,9,               ,NULL,2119,419,1 or 2 family dwelling                            ,33,W ,WALNUT                   ,  ,PARK,                                        ,  ,                         ,  ,    
17-0017897,0,3/22/17,7:51:22,522,Water or steam leak                               ,0,0,9,RX             ,Roxbury                                           ,2119,419,1 or 2 family dwelling                            ,18,  ,CIRCUIT                  ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0017898,0,3/22/17,7:52:44,735,Alarm system sounded due to malfunction           ,0,0,4,BO             ,Boston                                            ,2199,529,"Textile, wearing apparel sales                    ",760,  ,BOYLSTON                 ,  ,ST  ,: @PARK-PRUDENTIAL CENTER PLAZA III     ,  ,                         ,  ,    
17-0017900,0,3/22/17,8:27:10,900,"Special type of incident, Other                   ",0,0,8,DO             ,Dorchester                                        ,2124,0,"Property Use, Other                               ",9,  ,GALLIVAN                 ,  ,BLVD,                                        ,  ,                         ,  ,    
17-0017901,0,3/22/17,8:27:33,900,"Special type of incident, Other                   ",0,0,8,DO             ,Dorchester                                        ,2124,0,"Property Use, Other                               ",9,  ,GALLIVAN                 ,  ,BLVD,                                        ,  ,                         ,  ,    
17-0017902,0,3/22/17,8:27:56,900,"Special type of incident, Other                   ",0,0,8,DO             ,Dorchester                                        ,2124,0,"Property Use, Other                               ",9,  ,GALLIVAN                 ,  ,BLVD,                                        ,  ,                         ,  ,    
17-0017903,0,3/22/17,8:28:10,900,"Special type of incident, Other                   ",0,0,8,DO             ,Dorchester                                        ,2124,0,"Property Use, Other                               ",9,  ,GALLIVAN                 ,  ,BLVD,                                        ,  ,                         ,  ,    
17-0017904,0,3/22/17,8:28:23,900,"Special type of incident, Other                   ",0,0,8,DO             ,Dorchester                                        ,2124,0,"Property Use, Other                               ",9,  ,GALLIVAN                 ,  ,BLVD,                                        ,  ,                         ,  ,    
17-0017905,0,3/22/17,8:28:37,900,"Special type of incident, Other                   ",0,0,8,DO             ,Dorchester                                        ,2124,0,"Property Use, Other                               ",9,  ,GALLIVAN                 ,  ,BLVD,                                        ,  ,                         ,  ,    
17-0017906,0,3/22/17,8:28:50,900,"Special type of incident, Other                   ",0,0,8,DO             ,Dorchester                                        ,2124,0,"Property Use, Other                               ",9,  ,GALLIVAN                 ,  ,BLVD,                                        ,  ,                         ,  ,    
17-0017908,0,3/22/17,8:29:51,735,Alarm system sounded due to malfunction           ,0,0,4,BO             ,Boston                                            ,2215,241,"Adult education center, college classroom         ",602,  ,COMMONWEALTH             ,  ,AVE ,: #BU375                                ,  ,                         ,  ,    
17-0017909,0,3/22/17,8:34:02,522,Water or steam leak                               ,0,0,6,DO             ,Dorchester                                        ,2125,429,Multifamily dwelling                              ,29,  ,MOUNT VERNON             ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0017910,0,3/22/17,8:35:51,735,Alarm system sounded due to malfunction           ,0,0,6,SB             ,South Boston                                      ,2127,419,1 or 2 family dwelling                            ,299,W ,SECOND                   ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0017911,0,3/22/17,8:37:20,600,"Good intent call, Other                           ",0,0,7,DO             ,Dorchester                                        ,2121,429,Multifamily dwelling                              ,90,  ,FOWLER                   ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0017912,0,3/22/17,8:55:15,743,"Smoke detector activation, no fire - unintentional",0,0,1,EB             ,East Boston                                       ,2128,429,Multifamily dwelling                              ,60,  ,VALLAR                   ,  ,RD  ,: #12-6256                              ,  ,                         ,  ,    
17-0017913,0,3/22/17,8:59:03,743,"Smoke detector activation, no fire - unintentional",0,0,8,DO             ,Dorchester                                        ,2124,500,"Mercantile, business, Other                       ",530-540 ,  ,GALLIVAN                 ,  ,BLVD,                                        ,  ,                         ,  ,    
17-0017914,0,3/22/17,8:59:58,735,Alarm system sounded due to malfunction           ,0,0,4,BO             ,Boston                                            ,2116,599,Business office                                   ,126,  ,NEWBURY                  ,  ,ST  ,: #WYN4180                              ,  ,                         ,  ,    
17-0017915,0,3/22/17,9:04:58,111,Building fire                                     ,98000,2000,4,BO             ,Boston                                            ,2118,429,Multifamily dwelling                              ,50,  ,MALDEN                   ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0017916,0,3/22/17,9:09:10,745,"Alarm system activation, no fire - unintentional  ",0,0,11,BR             ,Allston-Brighton                                  ,2135,400,"Residential, Other                                ",40,  ,WALLINGFORD              ,  ,RD  ,: #13-5331                              ,  ,                         ,  ,    
17-0017918,0,3/22/17,9:18:16,551,Assist police or other governmental agency        ,0,0,4,BO             ,Boston                                            ,2118,900,"Outside or special property, Other                ",1740,  ,WASHINGTON               ,  ,ST  ,                                        ,  ,                         ,  ,    
