Incident Number,Exposure Number,Alarm Date,Alarm Time,Incident Type,Incident Description,Estimated Property Loss,Estimated Content Loss,District,City Section,Neighborhood,Zip,Property Use,Property Description,Street Number,Street Prefix,Street Name,Street Type,Street Suffix,Address 2,xStreet Prefix,xStreet Name,xStreet Type,xStreet Suffix
17-0005750,0,01/27/17,18:54:10,553,Public service                                    ,0,0,4,BO             ,Boston                                            ,02115,500,"Mercantile, business, Other                       ",374,  ,MASSACHUSETTS            ,  ,AVE ,                                        ,  ,                         ,  ,    
17-0005752,0,01/27/17,18:55:44,736,CO detector activation due to malfunction         ,0,0,9,JP             ,Jamaica Plain                                     ,02119,429,Multifamily dwelling                              ,225,  ,CENTRE                   ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0005754,0,01/27/17,19:14:56,552,Police matter                                     ,0,0,1,EB             ,East Boston                                       ,02128,419,1 or 2 family dwelling                            ,31,  ,PRINCETON                ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0005757,0,01/27/17,19:33:05,113,"Cooking fire, confined to container               ",0,0,4,BO             ,Boston                                            ,02116,429,Multifamily dwelling                              ,70,  ,SAINT BOTOLPH            ,  ,ST  ,: #12-1565                              ,  ,                         ,  ,    
17-0005759,0,01/27/17,19:42:47,714,"Central station, malicious false alarm            ",0,0,3,BO             ,Boston                                            ,02113,160,"Eating, drinking places, other                    ",417-419 ,  ,HANOVER                  ,  ,ST  ,: #WYN4182                              ,  ,                         ,  ,    
17-0005760,0,01/27/17,19:44:14,113,"Cooking fire, confined to container               ",0,0,9,RS             ,Roslindale                                        ,02131,311,"24-hour care Nursing homes, 4 or more persons     ",1200,  ,CENTRE                   ,  ,ST  ,: #14-2712                              ,  ,                         ,  ,    
17-0005761,0,01/27/17,19:49:39,551,Assist police or other governmental agency        ,0,0,7,DO             ,Dorchester                                        ,02122,429,Multifamily dwelling                              ,73,  ,CLAYTON                  ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0005762,0,01/27/17,19:51:57,553,Public service                                    ,0,0,3,BO             ,Boston                                            ,02111,960,"Street, Other                                     ",10,  ,MASON                    ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0005764,0,01/27/17,20:12:22,743,"Smoke detector activation, no fire - unintentional",0,0,9,RX             ,Roxbury                                           ,02120,215,High school/junior high school/middle school      ,55,  ,MALCOLM X                ,  ,BLVD,: #15-2235                              ,  ,                         ,  ,    
17-0005765,0,01/27/17,20:12:33,621,Wrong location                                    ,0,0,7,DO             ,Dorchester                                        ,02121,UUU ,Undetermined                                      ,22,  ,BEECHWOOD                ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0005766,0,01/27/17,20:27:26,600,"Good intent call, Other                           ",0,0,12,WR             ,West Roxbury                                      ,02132,965,Vehicle parking area                              ,125,  ,EDGEMERE                 ,  ,RD  ,                                        ,  ,                         ,  ,    
17-0005767,0,01/27/17,20:30:26,736,CO detector activation due to malfunction         ,0,0,7,DO             ,Dorchester                                        ,02125,429,Multifamily dwelling                              ,10,  ,PEARL                    ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0005771,0,01/27/17,21:08:15,900A,FIU activity  (not covered by other inc types)    ,0,0,8,DO             ,Dorchester                                        ,02122,200,"Educational, Other                                ",1,  ,WORRELL                  ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0005774,0,01/27/17,21:23:55,116,"Fuel burner/boiler malfunction, fire confined     ",0,0,11,BR             ,Allston-Brighton                                  ,02134,429,Multifamily dwelling                              ,90,  ,BRAINERD                 ,  ,RD  ,                                        ,  ,                         ,  ,    
17-0005775,0,01/27/17,21:28:02,554,Assist invalid                                    ,0,0,8,HP             ,Hyde Park                                         ,02126,419,1 or 2 family dwelling                            ,65,  ,TAUNTON                  ,  ,AVE ,                                        ,  ,                         ,  ,    
17-0005777,0,01/27/17,21:33:31,714,"Central station, malicious false alarm            ",0,0,11,BR             ,Allston-Brighton                                  ,02134,429,Multifamily dwelling                              ,74-84   ,  ,HARVARD                  ,  ,AVE ,: #WYN2383                              ,  ,                         ,  ,    
17-0005780,0,01/27/17,21:50:55,118,"Trash or rubbish fire, contained                  ",0,0,8,DO             ,Dorchester                                        ,02124,174,Rapid transit station                             ,1944,  ,DORCHESTER               ,  ,AVE ,: @MBTA STA-ASHMONT                     ,  ,                         ,  ,    
17-0005781,0,01/27/17,22:02:17,611,Dispatched & cancelled en route                   ,0,0,8,MT             ,Mattapan                                          ,02126,    ,NULL,405,  ,RIVER                    ,  ,ST  ,: @LTC-ROSCOMMON EXTENDED CARE CENTER   ,  ,                         ,  ,    
