Incident Number,Exposure Number,Alarm Date,Alarm Time,Incident Type,Incident Description,Estimated Property Loss,Estimated Content Loss,District,City Section,Neighborhood,Zip,Property Use,Property Description,Street Number,Street Prefix,Street Name,Street Type,Street Suffix,Address 2,xStreet Prefix,xStreet Name,xStreet Type,xStreet Suffix
17-0012692,0,02/28/17,11:12:36,611,Dispatched & cancelled en route                   ,0,0,4,BO             ,Boston                                            ,02215,    ,NULL,1340,  ,BOYLSTON                 ,  ,ST  ,: @HC-FENWAY COMMUNITY HEALTH CENTER    ,  ,                         ,  ,
17-0012693,0,02/28/17,11:13:04,151,"Outside rubbish, trash or waste fire              ",0,0,1,EB             ,East Boston                                       ,02128,429,Multifamily dwelling                              ,67,  ,COTTAGE                  ,  ,ST  ,                                        ,  ,                         ,  ,
17-0012694,0,02/28/17,11:26:08,900A,FIU activity  (not covered by other inc types)    ,0,0,9,JP             ,Jamaica Plain                                     ,02130,150,"Public or government, Other                       ",746,  ,CENTRE                   ,  ,ST  ,                                        ,  ,                         ,  ,
17-0012696,0,02/28/17,11:34:18,522,Water or steam leak                               ,0,0,9,RX             ,Roxbury                                           ,02121,429,Multifamily dwelling                              ,51,  ,HOLWORTHY                ,  ,ST  ,                                        ,  ,                         ,  ,
17-0012698,0,02/28/17,11:37:34,553,Public service                                    ,0,0,6,SB             ,South Boston                                      ,02127,981,Construction site                                 ,        ,  ,D                        ,  ,ST  ,                                        ,W ,BROADWAY                 ,  ,
17-0012699,0,02/28/17,11:51:57,714,"Central station, malicious false alarm            ",0,0,4,BO             ,Boston                                            ,02215,429,Multifamily dwelling                              ,180,  ,BROOKLINE                ,  ,AVE ,                                        ,  ,                         ,  ,
17-0012700,0,02/28/17,11:53:48,553,Public service                                    ,0,0,6,BO             ,Boston                                            ,02108,254,"Day care, in commercial property                  ",52-42   ,  ,SCHOOL                   ,  ,ST  ,                                        ,  ,                         ,  ,
17-0012702,0,02/28/17,12:18:00,735,Alarm system sounded due to malfunction           ,0,0,6,SB             ,South Boston                                      ,02210,0,"Property Use, Other                               ",400,  ,D                        ,  ,ST  ,                                        ,  ,                         ,  ,
17-0012705,0,02/28/17,12:42:06,553,Public service                                    ,0,0,7,DO             ,Dorchester                                        ,02122,429,Multifamily dwelling                              ,37,  ,CHARLES                  ,  ,ST  ,                                        ,  ,                         ,  ,
17-0012706,0,02/28/17,12:47:28,611,Dispatched & cancelled en route                   ,0,0,9,JP             ,Jamaica Plain                                     ,02130,    ,NULL,373,S ,HUNTINGTON               ,  ,AVE ,                                        ,  ,                         ,  ,
17-0012712,0,02/28/17,13:24:13,733,Smoke detector activation due to malfunction      ,0,0,4,BO             ,Boston                                            ,02215,161,Restaurant or cafeteria                           ,100,  ,BAY STATE                ,  ,RD  ,: #BU158                                ,  ,                         ,  ,
17-0012718,0,02/28/17,13:39:01,900T,BFD Drill                                         ,0,0,4,BO             ,Boston                                            ,02118,888,Fire station                                      ,618,  ,HARRISON                 ,  ,AVE ,                                        ,  ,                         ,  ,
17-0012720,0,02/28/17,14:01:09,714,"Central station, malicious false alarm            ",0,0,9,RX             ,Roxbury                                           ,02120,429,Multifamily dwelling                              ,180,  ,RUGGLES                  ,  ,ST  ,                                        ,  ,                         ,  ,
17-0012721,0,02/28/17,14:14:44,900,"Special type of incident, Other                   ",0,0,6,SB             ,South Boston                                      ,02127,981,Construction site                                 ,        ,  ,D                        ,  ,ST  ,                                        ,W ,BROADWAY                 ,  ,
17-0012724,0,02/28/17,14:28:14,553,Public service                                    ,0,0,6,SB             ,South Boston                                      ,02127,419,1 or 2 family dwelling                            ,598,E ,FOURTH                   ,  ,ST  ,                                        ,  ,                         ,  ,
17-0012725,0,02/28/17,14:28:31,554,Assist invalid                                    ,0,0,12,HP             ,Hyde Park                                         ,02136,400,"Residential, Other                                ",1344,  ,HYDE PARK                ,  ,AVE ,                                        ,  ,                         ,  ,
17-0012726,0,02/28/17,14:29:40,600,"Good intent call, Other                           ",0,0,4,BO             ,Boston                                            ,02116,960,"Street, Other                                     ",        ,  ,BERKELEY                 ,  ,ST  ,                                        ,  ,PUBLIC ALLEY NO. 438     ,  ,
17-0012735,0,02/28/17,14:53:16,500,"Service Call, other                               ",0,0,4,BO             ,Boston                                            ,02118,960,"Street, Other                                     ",24,E ,SPRINGFIELD              ,  ,ST  ,: #WYN2837                              ,  ,                         ,  ,
17-0012739,0,02/28/17,15:18:26,611,Dispatched & cancelled en route                   ,0,0,12,JP             ,Jamaica Plain                                     ,02130,    ,NULL,6,  ,SOUTHBOURNE              ,  ,RD  ,                                        ,  ,                         ,  ,
17-0012740,0,02/28/17,15:21:46,900T,BFD Drill                                         ,0,0,12,WR             ,West Roxbury                                      ,02132,963,Street or road in commercial area                 ,180,W ,BOUNDARY                 ,  ,RD  ,                                        ,  ,                         ,  ,
